"id","image_file_name","image_content_type","image_file_size","image_updated_at","created_at","updated_at","creator_id","status","crop_data","image_meta"
1070,"okjhb--1534898545.JPG","image/jpeg",39167,"2018-08-22 00:43:07","2018-08-22 00:42:25","2018-08-22 00:43:07",518,1,"---
:commands:
- - ""-resize""
  - 720x1008^
- - ""-crop""
  - 600x761+69+274
- - ""-resize""
  - 720x1008^
- - ""-crop""
  - 600x761+69+274
:drag:
  :x: ""-69""
  :y: ""-274.9999942779541""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAtoBOgtoZWlnaHRpApgCOglzaXpl
aQL/mDoMY3JvcHBlZHsIOwZpAlgCOwdpAt8COwhpAv6f
"
1071,"rfreded--1534898657.JPG","image/jpeg",31391,"2018-08-22 00:44:27","2018-08-22 00:44:17","2018-08-22 00:44:28",518,1,"---
:commands:
- - ""-resize""
  - 720x917^
- - ""-crop""
  - 600x761+67+155
- - ""-resize""
  - 720x917^
- - ""-crop""
  - 600x761+67+155
:drag:
  :x: ""-67""
  :y: ""-155""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvMBOgtoZWlnaHRpAnwCOglzaXpl
aQKfejoMY3JvcHBlZHsIOwZpAlgCOwdpAvkCOwhpAumb
"
1072,"AdobeStock_64345761-1170x780--1534898890.jpg","image/jpeg",531857,"2018-08-22 00:49:53","2018-08-22 00:48:10","2018-08-22 00:49:54",518,1,"---
:commands:
- - ""-resize""
  - 1371x914^
- - ""-crop""
  - 600x761+793+310
- - ""-resize""
  - 1371x914^
- - ""-crop""
  - 600x761+793+310
:drag:
  :x: ""-793.9999847412109""
  :y: ""-310.00000190734863""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpApIEOgtoZWlnaHRpAgwDOglzaXpl
aQORHQg6DGNyb3BwZWR7CDsGaQJCAjsHaQJcAjsIaQP9vgI=
"
1073,"pokjhgfxds--1534899012.JPG","image/jpeg",49916,"2018-08-22 00:50:31","2018-08-22 00:50:13","2018-08-22 00:50:32",518,1,"---
:commands:
- - ""-resize""
  - 1427x914^
- - ""-crop""
  - 600x761+455+168
- - ""-resize""
  - 1427x914^
- - ""-crop""
  - 600x761+455+168
:drag:
  :x: ""-455""
  :y: ""-168.9999988079071""
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkcEOgtoZWlnaHRpAr0COglzaXpl
aQL8wjoMY3JvcHBlZHsIOwZpAlgCOwdpAuoCOwhpAj2T
"
1074,"eastern_shore--1534947298.jpg","image/jpeg",11784,"2018-08-22 14:15:07","2018-08-22 14:14:59","2018-08-22 14:15:08",661,1,"---
:commands:
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAhoBOgtoZWlnaHRpAbM6CXNpemVp
AgguOgxjcm9wcGVkewg7BmkC9gk7B2kChAM7CGkDjFoC
"
1075,"mathis--1534947358.jpg","image/jpeg",4673,"2018-08-22 14:16:16","2018-08-22 14:15:58","2018-08-23 16:23:05",661,-2,"---
:commands:
- - ""-resize""
  - 495x495!
- - ""-resize""
  - 495x495!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAZY6C2hlaWdodGkB0joJc2l6ZWkC
QRI6DGNyb3BwZWR7CDsGaQLvATsHaQLvATsIaQKAUg==
"
1076,"mathis--1534949405.jpg","image/jpeg",4673,"2018-08-22 14:50:44","2018-08-22 14:50:05","2018-08-22 14:50:45",661,1,"---
:commands:
- - ""-resize""
  - 495x495!
- - ""-resize""
  - 495x495!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAZY6C2hlaWdodGkB0joJc2l6ZWkC
QRI6DGNyb3BwZWR7CDsGaQLvATsHaQLvATsIaQKAUg==
"
1077,"John_resized--1534952335.jpg","image/jpeg",97260,"2018-08-22 15:39:01","2018-08-22 15:38:55","2018-08-22 15:39:04",65,1,"---
:commands:
- - ""-resize""
  - 1950x2325!
- - ""-resize""
  - 1950x2325!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAtQBOgtoZWlnaHRpAi4COglzaXpl
aQPsewE6DGNyb3BwZWR7CDsGaQKeBzsHaQIVCTsIaQNjpwg=
"
1078,"grip_and_grin_resized--1534952353.jpg","image/jpeg",90967,"2018-08-22 15:39:18","2018-08-22 15:39:13","2018-08-22 15:39:20",65,1,"---
:commands:
- - ""-resize""
  - 2267x1425!
- - ""-resize""
  - 2267x1425!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAhwCOgtoZWlnaHRpAlYBOglzaXpl
aQNXYwE6DGNyb3BwZWR7CDsGaQLbCDsHaQKRBTsIaQOj6Ac=
"
1079,"young_professionals_for_noonan--1534952580.jpg","image/jpeg",82264,"2018-08-22 15:43:00","2018-08-22 15:43:00","2018-08-22 15:43:00",65,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAvgBOgtoZWlnaHRpAkQBOglzaXpl
aQNYQQE6DGNyb3BwZWR7CDsGaQL4ATsHaQJEATsIaQOmRQE=
"
1080,"download--1534952744.png","image/png",6491,"2018-08-22 15:45:44","2018-08-22 15:45:44","2018-08-22 15:45:44",661,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAes6C2hlaWdodGkB1joJc2l6ZWkC
Wxk6DGNyb3BwZWR7CDsGaQHrOwdpAdY7CGkC/Bk=
"
1081,"Logo_(WMAH)_2C_(1)--1534953131.jpg","image/jpeg",334169,"2018-08-22 15:52:10","2018-08-22 15:52:12","2018-08-22 15:52:12",65,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAj4MOgtoZWlnaHRpAgYGOglzaXpl
aQNZGQU6DGNyb3BwZWR7CDsGaQI+DDsHaQIGBjsIaQMzIwU=
"
1082,"jim_mathias--1534957084.png","image/png",2199158,"2018-08-22 16:58:51","2018-08-22 16:58:07","2018-08-23 16:23:11",661,-2,"---
:commands:
- - ""-resize""
  - 1500x880
- - ""-resize""
  - 1500x880
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 1500x880
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAuUFOgtoZWlnaHRpAnUDOglzaXpl
aQN2jiE6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQMOJCI=
"
1083,"Utah_Local_1004_Logo_Color-01--1534957124.png","image/png",138201,"2018-08-22 16:59:02","2018-08-22 16:58:48","2018-08-22 16:59:09",660,1,"---
:commands:
- - ""-resize""
  - 1500x803
- - ""-resize""
  - 1500x803
- - ""-resize""
  - 2550x1350!
- - ""-resize""
  - 1500x803
- - ""-resize""
  - 2550x1350!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpApsMOgtoZWlnaHRpAr8GOglzaXpl
aQPZGwI6DGNyb3BwZWR7CDsGaQL2CTsHaQJGBTsIaQPZcQQ=
"
1084,"Local_1004_Logo--1534957464.jpg","image/jpeg",34528,"2018-08-22 17:05:00","2018-08-22 17:04:24","2018-08-22 17:05:02",660,1,"---
:commands:
- - ""-resize""
  - 2550x1350!
- - ""-resize""
  - 2550x1350!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAlgCOgtoZWlnaHRpAkkCOglzaXpl
aQLghjoMY3JvcHBlZHsIOwZpAvYJOwdpAkYFOwhpA75WAg==
"
1085,"39500138_1838209799605129_4432983776544423936_o--1534960295.jpg","image/jpeg",653113,"2018-08-22 17:52:04","2018-08-22 17:51:36","2018-08-22 17:52:08",192,1,"---
:commands:
- - ""-resize""
  - 1500x1125
- - ""-resize""
  - 1500x1125
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 1500x1125
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAuAHOgtoZWlnaHRpAugFOglzaXpl
aQM59wk6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQN2nwY=
"
1086,"31357589_1683321835093927_4111490059544947669_n--1534962363.png","image/png",712922,"2018-08-22 18:26:41","2018-08-22 18:26:06","2018-08-22 18:26:46",192,1,"---
:commands:
- - ""-resize""
  - 495x495!
- - ""-resize""
  - 495x495!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAsADOgtoZWlnaHRpAuABOglzaXpl
aQPa4Ao6DGNyb3BwZWR7CDsGaQLvATsHaQLvATsIaQMB6AU=
"
1087,"L2700_TagLogo-White--1534971152.png","image/png",16247,"2018-08-22 20:52:32","2018-08-22 20:52:33","2018-08-22 20:52:33",70,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgoCOgtoZWlnaHRpAfg6CXNpemVp
Anc/Ogxjcm9wcGVkewg7BmkCCgI7B2kB+DsIaQI4JQ==
"
1088,"Mary_Dulany_James--1534971542.jpg","image/jpeg",45012,"2018-08-22 20:59:55","2018-08-22 20:59:02","2018-08-22 20:59:56",661,1,"---
:commands:
- - ""-resize""
  - 495x495!
- - ""-resize""
  - 495x495!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAsADOgtoZWlnaHRpAn4COglzaXpl
aQLUrzoMY3JvcHBlZHsIOwZpAu8BOwdpAu8BOwhpAkBX
"
1089,"boston--1534972074.jpg","image/jpeg",29613,"2018-08-22 21:09:42","2018-08-22 21:07:54","2018-08-22 21:09:43",567,1,"---
:commands:
- - ""-resize""
  - 429x504!
- - ""-resize""
  - 429x504!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAtoBOgtoZWlnaHRpAgoBOglzaXpl
aQKtczoMY3JvcHBlZHsIOwZpAq0BOwdpAvgBOwhpAp2N
"
1094,"07152018-Convention-RetireesMeeting--1534973978.jpg","image/jpeg",736440,"2018-08-22 21:40:32","2018-08-22 21:39:38","2018-08-22 21:40:34",567,1,"---
:commands:
- - ""-resize""
  - 429x504!
- - ""-resize""
  - 429x504!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpArAEOgtoZWlnaHRpAiADOglzaXpl
aQO4PAs6DGNyb3BwZWR7CDsGaQKtATsHaQL4ATsIaQMj6wM=
"
1095,"eastern_shore_Mathais--1534974468.png","image/png",1398852,"2018-08-22 21:50:36","2018-08-22 21:47:50","2018-08-23 16:31:48",661,-2,"---
:commands:
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAm4FOgtoZWlnaHRpAhADOglzaXpl
aQNEWBU6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQOjIBs=
"
1096,"Untitled_Panorama1-2--1534974500.jpg","image/jpeg",1085035,"2018-08-22 21:49:07","2018-08-22 21:48:22","2018-08-22 21:49:10",567,1,"---
:commands:
- - ""-resize""
  - 1500x750
- - ""-resize""
  - 1500x750
- - ""-resize""
  - 429x504!
- - ""-resize""
  - 1500x750
- - ""-resize""
  - 429x504!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAp4POgtoZWlnaHRpAs8HOglzaXpl
aQNrjhA6DGNyb3BwZWR7CDsGaQKtATsHaQL4ATsIaQNDiQI=
"
1097,"eastern_shore_Mathais--1534974684.png","image/png",1073140,"2018-08-22 21:52:12","2018-08-22 21:51:27","2018-08-23 16:23:40",661,-2,"---
:commands:
- - ""-resize""
  - 1500x666
- - ""-resize""
  - 1500x666
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 1500x666
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAhUGOgtoZWlnaHRpArMCOglzaXpl
aQP0XxA6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQOxrhU=
"
1098,"eastern_shore_Mathais.png--1534974798.jpg","image/jpeg",298173,"2018-08-22 21:55:50","2018-08-22 21:53:18","2018-08-23 16:31:59",661,-2,"---
:commands:
- - ""-resize""
  - 1500x666
- - ""-resize""
  - 1500x666
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 1500x666
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAhUGOgtoZWlnaHRpArMCOglzaXpl
aQO9jAQ6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQPUFAY=
"
1099,"eastern_shore_Mathais--1534975240.png","image/png",588848,"2018-08-22 22:01:10","2018-08-22 22:00:41","2018-08-23 16:23:59",661,-2,"---
:commands:
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpArkFOgtoZWlnaHRpArcBOglzaXpl
aQMw/Ag6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQMA/RI=
"
1100,"Picture2--1534975540.png","image/png",1016411,"2018-08-22 22:08:09","2018-08-22 22:05:42","2018-08-23 16:23:26",661,-2,"---
:commands:
- - ""-resize""
  - 1500x448
- - ""-resize""
  - 1500x448
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 1500x448
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAuwGOgtoZWlnaHRpAhECOglzaXpl
aQNbgg86DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQMHUxQ=
"
1101,"Picture2--1534975735.png","image/png",1016411,"2018-08-22 22:09:31","2018-08-22 22:08:57","2018-08-23 16:23:46",661,-2,"---
:commands:
- - ""-resize""
  - 1500x448
- - ""-resize""
  - 1500x448
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 1500x448
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAuwGOgtoZWlnaHRpAhECOglzaXpl
aQNbgg86DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQMHUxQ=
"
1102,"Picture2--1534975812.png","image/png",575861,"2018-08-22 22:10:37","2018-08-22 22:10:13","2018-08-23 16:23:51",661,-2,"---
:commands:
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpArYEOgtoZWlnaHRpArcBOglzaXpl
aQN1yQg6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQMx+xQ=
"
1104,"Picture3--1534976153.jpg","image/jpeg",178216,"2018-08-22 22:16:08","2018-08-22 22:15:53","2018-08-22 22:16:10",661,1,"---
:commands:
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpArYEOgtoZWlnaHRpArcBOglzaXpl
aQMouAI6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQPttgU=
"
1105,"DG5A8076-815x560--1534976442.jpg","image/jpeg",85186,"2018-08-22 22:20:42","2018-08-22 22:20:43","2018-08-22 22:20:43",567,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAi8DOgtoZWlnaHRpAjACOglzaXpl
aQPCTAE6DGNyb3BwZWR7CDsGaQIvAzsHaQIwAjsIaQOSVgE=
"
1106,"Picture4--1534976518.png","image/png",580309,"2018-08-22 22:23:13","2018-08-22 22:22:00","2018-08-23 16:23:33",661,-2,"---
:commands:
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAskEOgtoZWlnaHRpArgBOglzaXpl
aQPV2gg6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQPNQA8=
"
1107,"Picture4.png--1534976624.jpg","image/jpeg",131389,"2018-08-22 22:23:53","2018-08-22 22:23:44","2018-08-23 16:22:57",661,-2,"---
:commands:
- - ""-resize""
  - 2550x900!
- - ""-resize""
  - 2550x900!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAskEOgtoZWlnaHRpArgBOglzaXpl
aQM9AQI6DGNyb3BwZWR7CDsGaQL2CTsHaQKEAzsIaQMNRwQ=
"
1108,"Health_Care_logo--1534978056.png","image/png",159012,"2018-08-22 22:49:13","2018-08-22 22:47:37","2018-08-22 22:49:22",665,1,"---
:commands:
- - ""-resize""
  - 2550x1350!
- - ""-resize""
  - 2550x1350!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgsCOgtoZWlnaHRpAhQCOglzaXpl
aQMkbQI6DGNyb3BwZWR7CDsGaQL2CTsHaQJGBTsIaQOYrB0=
"
1109,"Health_Care_logo--1534978225.png","image/png",159012,"2018-08-22 22:52:22","2018-08-22 22:50:26","2018-08-22 22:52:25",665,1,"---
:commands:
- - ""-resize""
  - 1050x1200!
- - ""-resize""
  - 1050x1200!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgsCOgtoZWlnaHRpAhQCOglzaXpl
aQMkbQI6DGNyb3BwZWR7CDsGaQIaBDsHaQKwBDsIaQNjIg8=
"
1110,"Health_Care_logo--1534978450.png","image/png",159012,"2018-08-22 22:54:55","2018-08-22 22:54:10","2018-08-22 22:55:00",665,1,"---
:commands:
- - ""-resize""
  - 1050x1200!
- - ""-resize""
  - 1050x1200!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgsCOgtoZWlnaHRpAhQCOglzaXpl
aQMkbQI6DGNyb3BwZWR7CDsGaQIaBDsHaQKwBDsIaQNjIg8=
"
1111,"Health_Care_logo--1534978569.png","image/png",159012,"2018-08-22 22:57:16","2018-08-22 22:56:10","2018-08-22 22:57:21",665,1,"---
:commands:
- - ""-resize""
  - 1050x1200!
- - ""-resize""
  - 1050x1200!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAgsCOgtoZWlnaHRpAhQCOglzaXpl
aQMkbQI6DGNyb3BwZWR7CDsGaQIaBDsHaQKwBDsIaQNjIg8=
"
1112,"AFSCME--1534989082.jpg","image/jpeg",22296,"2018-08-23 01:51:22","2018-08-23 01:51:22","2018-08-23 01:51:22",668,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAkkCOgtoZWlnaHRpAjsBOglzaXpl
aQIYVzoMY3JvcHBlZHsIOwZpAkkCOwdpAjsBOwhpAiRR
"
1113,"unnamed(3)--1534989474.png","image/png",141418,"2018-08-23 01:57:54","2018-08-23 01:57:55","2018-08-23 01:57:55",668,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAiADOgtoZWlnaHRpApoBOglzaXpl
aQNqKAI6DGNyb3BwZWR7CDsGaQIgAzsHaQKaATsIaQNwJAI=
"
1114,"A_Phone_banking_photo--1534993948.jpg","image/jpeg",97603,"2018-08-23 03:12:28","2018-08-23 03:12:28","2018-08-23 03:12:29",665,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAsADOgtoZWlnaHRpAn4DOglzaXpl
aQNDfQE6DGNyb3BwZWR7CDsGaQLsBzsHaQJhBzsIaQMoHQQ=
"
1115,"A_Phone_banking_photo--1534994641.jpg","image/jpeg",97603,"2018-08-23 03:24:02","2018-08-23 03:24:01","2018-08-23 03:24:03",665,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAsADOgtoZWlnaHRpAn4DOglzaXpl
aQNDfQE6DGNyb3BwZWR7CDsGaQLsBzsHaQJhBzsIaQMoHQQ=
"
1116,"A_Phone_banking_photo--1534995457.jpg","image/jpeg",97603,"2018-08-23 03:37:38","2018-08-23 03:37:38","2018-08-23 03:37:39",665,1,NULL,"BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAsADOgtoZWlnaHRpAn4DOglzaXpl
aQNDfQE6DGNyb3BwZWR7CDsGaQLsBzsHaQJhBzsIaQMoHQQ=
"
1117,"Bielde_1--1535036590.jpg","image/jpeg",6312,"2018-08-23 15:03:42","2018-08-23 15:03:10","2018-08-23 16:22:29",661,-2,"---
:commands:
- - ""-resize""
  - 495x495!
- - ""-resize""
  - 495x495!
:drag:
  :x: 
  :y: 
","BAh7BzoNb3JpZ2luYWx7CDoKd2lkdGhpAcw6C2hlaWdodGkB9zoJc2l6ZWkC
qBg6DGNyb3BwZWR7CDsGaQLvATsHaQLvATsIaQJdVw==
"
